Age,Gender,Membership_Years,Login_Frequency,Session_Duration,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Opening_Rate,Customer_Support_Calls,Product_Rating_Average,Social_Media_Engagement,Mobile_App_Usage_Time,Payment_Failures,Credit_Balance,Lifetime_Value,Churned
37,Female,3.8,18,30.5,8.800000190734863,52.2,2,12,56.209999084472656,7,32.9,12.699999809265137,22.799999237060547,1,4,20.5,16.200000762939453,2,58.36,718.61,0
40,Male,2.3,0,7.199999809265137,5.800000190734863,70.9,0,4,79.88999938964844,43,40.7,5.400000095367432,3.200000047683716,10,2,19.200000762939453,14.600000381469727,3,69.72,257.51,1
36,Male,2.5,13,26.799999237060547,9.399999618530273,60.1,6,17,146.50999450683594,4,41,20.899999618530273,27.700000762939453,6,4,5.900000095367432,20.799999237060547,3,69.72,2009.69,1
31,Female,2.2,4,17.399999618530273,7.300000190734863,66.6,1,5,130.17999267578125,33,58.4,3.9000000953674316,8.300000190734863,11,3,46.900001525878906,17.700000762939453,3,3,655.93,0
39,Male,2.3,6,22,4.900000095367432,69,1,12,88.01000213623047,25.1,11.3,2.4000000953674316,10.100000381469727,10,1,14.300000190734863,6.199999809265137,1,58.36,1025.59,0
37,Male,1,15,29.799999237060547,9.699999809265137,55.6,1,11,145.32000732421875,21,78.5,2.9000000953674316,8.5,5,4,2.5999999046325684,29.899999618530273,2,58.36,1436.89,0
31,Female,2.1,5,20.200000762939453,6.800000190734863,69.5,4,10,68.9800033569336,165,0,6.51,15.199999809265137,6,0,22.23,13.899999618530273,2,69.72,660.25,1
29,Male,9,6,17.5,10.300000190734863,68.5,1,13,114.17,25.1,37.8,7.599999904632568,0,8,2,22.700000762939453,23.799999237060547,1,58.36,1699.92,0
39,Female,3.2,12,27.299999237060547,9.899999618530273,68.4,1,16,126.47000122070312,32,47,7.400000095367432,16.799999237060547,6,4,45.70000076293945,27.16,2,69.72,2381.6,1
34,Female,5.2,0,9.899999618530273,6.900000095367432,81.2,0,4,104.80000305175781,6,20.3,10.300000190734863,1.899999976158142,8,0,26.200000762939453,5.800000190734863,3,69.72,489.87,1
56,Male,5.1,13,26,7.199999809265137,51.3,8,16,194.89999389648438,25,71.64,2.5999999046325684,16.5,9,2,45.20000076293945,20.299999237060547,2,69.72,2679.85,1
18,Male,3.8,28,56.29999923706055,17.299999237060547,38.9,3,22,77.37000274658203,1,61.1,4.099999904632568,49.599998474121094,3,8,64.0999984741211,31.5,2,58.36,2010.83,0
51,Female,2.5,14,33,16.100000381469727,60.4,2,21,133.3300018310547,49,48.1,3,32.900001525878906,6,5,58.29999923706055,27.399999618530273,1,69.72,2595.44,1
52,Female,6.9,8,26.399999618530273,7,61.5,5,9,55.54999923706055,14,53.88,10,15.5,7,1,44,16.5,3,58.36,394.2,0
18,Female,2.7,20,35.599998474121094,12.100000381469727,46.3,6,20,87.93000030517578,29.75,41.6,6.199999809265137,14.5,2,2,40.400001525878906,21.5,2,58.36,1927.02,0
33,Male,3.2,19,26.799999237060547,4.599999904632568,77.6,2,9,98.08999633789062,13,0,0.5,0,2,2,22.299999237060547,5.699999809265137,0,58.36,959.27,0
33,Female,1.1,8,18.100000381469727,9,66.7,1,8,81.05999755859375,110,22.8,3.299999952316284,14.699999809265137,8,2,0,16.5,3,69.72,467.91,1
21,Male,0.6,7,22.899999618530273,5.400000095367432,51.1,5,10,75.2300033569336,7,58.5,12.300000190734863,12.800000190734863,6,1,22.23,12.66,2,0,757.03,0
28,Female,1.2,14,29.5,7.400000095367432,59.6,3,10,147.02000427246094,57,57.12,6.699999809265137,9.899999618530273,4,1,28.600000381469727,13.800000190734863,3,58.36,1068.14,0
24,Female,1.5,10,21.899999618530273,9.300000190734863,54.6,2,12,123.70999908447266,24,0,5.5,15.800000190734863,5,3,0,6.199999809265137,2,58.36,1364.44,0
59,Female,5.6,12,31.5,8.100000381469727,49.3,4,13,190.57000732421875,14,41.4,4.099999904632568,31.5,11,2,52.70000076293945,20.600000381469727,1,69.72,2872.11,1
49,Female,4.1,22,38.20000076293945,9.100000381469727,23.4,6,16,86.08999633789062,62,63.5,10.699999809265137,33,4,5,61.900001525878906,27.16,4,58.36,1389.93,0
53,Male,2.7,11,36.599998474121094,12.15,38,7,14,99.2699966430664,21,17.9,5.900000095367432,13.300000190734863,7,2,30.100000381469727,19.65,3,58.36,1238.37,0
46,Male,2.9,9,29.700000762939453,6.5,49.8,4,17,76.19999694824219,2,49.5,2.799999952316284,15.45,3,1,29.49,9.399999618530273,3,58.36,1245.98,0
24,Male,0.473713,16,18.5,6.199999809265137,43.3,3,95,99.72000122070312,4,45.6,83.7424545288086,20,8,3,21.899999618530273,26,2,58.36,919.77,0
31,Female,1.5,15,35.5,10.100000381469727,48.2,6,14,84.20999908447266,11,33.48,5,12.399999618530273,4,0,22.23,26.299999237060547,3,58.36,783.38,0
43,Other,2.6,27,56.400001525878906,17.799999237060547,28.3,9,23,54.08000183105469,4,52.2,14.699999809265137,56.79999923706055,1,4,62.29999923706055,40.29999923706055,1,58.36,1281.99,0
23,Female,3,9,21,7.400000095367432,62.7,2,7,77.05000305175781,26,41.4,2.200000047683716,15.45,4,3,17.700000762939453,11.600000381469727,2,58.36,505.39,0
46,Male,2.1,2,13.399999618530273,6.900000095367432,60.1,1,13,116.1500015258789,47,18.1,8.800000190734863,14.199999809265137,8,0,34.70000076293945,18.899999618530273,2,69.72,1591.72,1
35,Female,2.1,7,17,4.900000095367432,78.8,1,3,89.66000366210938,19,80.6,6.699999809265137,34.599998474121094,9,1,7.5,14.5,1,58.36,265.42,0
33,Male,3.9,26,35.29999923706055,12.5,28.9,5,19,96.36000061035156,11,61.5,2.200000047683716,60.599998474121094,2,6,56.79999923706055,35.900001525878906,2,58.36,2113.28,0
46,Male,3.8,5,33,7.800000190734863,62.3,0,14,82.93000030517578,17,26.64,1.7999999523162842,16.5,8,1,6.300000190734863,11.699999809265137,2,58.36,896.27,0
43,Male,2.4,25,47.5,14.800000190734863,36.7,13,22,137.1300048828125,3,33.6,7.900000095367432,50.400001525878906,1,6,34.79999923706055,29.700000762939453,3,58.36,2433.45,0
33,Other,5.9,18,33,6.800000190734863,62.3,0,13,135.67999267578125,14,0,6.54,33.5,2,2,56.29999923706055,16.200000762939453,2,58.36,1599.66,0
51,Male,5.7,25,42.099998474121094,14.699999809265137,31.1,5,18,161.66000366210938,37,37.8,4.099999904632568,33.70000076293945,6,4,50.400001525878906,32.20000076293945,2,69.72,2564.93,1
25,Male,2.7,26,35.29999923706055,12.699999809265137,42,8,27,219.57000732421875,70,46.3,5.300000190734863,29.5,4,8,51,32.599998474121094,2,58.36,5079.51,0
45,Male,0.7,10,21.5,6,65,5,8,200.0399932861328,25.1,44.4,6.45,1.600000023841858,5,4,9.800000190734863,15.5,3,58.36,1331.78,0
45,Female,7,8,24.100000381469727,10.5,43.9,5,14,79.58999633789062,96,38.4,3,14.97,3,4,29.41,12.66,3,58.36,1324.05,0
34,Male,6.9,19,49.20000076293945,12.15,13.5,10,24,115.16000366210938,38,11.3,2,37.099998474121094,3,6,53.70000076293945,41.79999923706055,2,58.36,2350.38,0
41,Female,0.5,7,24.200000762939453,4.599999904632568,60.4,5,9,134.92999267578125,60,48,20.899999618530273,9.199999809265137,4,3,19.600000381469727,18.700000762939453,3,58.36,1328.14,0
22,Female,8.1,19,40.900001525878906,10.300000190734863,38.9,6,16,84.86000061035156,32.93,29.2,4.599999904632568,32.599998474121094,4,5,33.099998474121094,33.5,1,69.72,1404.77,1
49,Male,3.6,0,19.399999618530273,9.300000190734863,63.7,1,10,111.18000030517578,5,0,1.899999976158142,23.100000381469727,3,2,30.600000381469727,6.699999809265137,1,58.36,927.1,0
35,Female,2.8,20,42.79999923706055,12.399999618530273,48.1,8,20,163.07000732421875,12,26.8,7.699999809265137,21.100000381469727,4,6,48.20000076293945,29.100000381469727,4,58.36,3748.9,0
31,Male,1.5,10,26.5,3.9000000953674316,67.8,0,18,135.97000122070312,7,52.92,11.600000381469727,11.600000381469727,8,3,0,22.100000381469727,4,69.72,2256.65,1
50,Female,2.7,12,30.799999237060547,11.5,44.9,6,12,63.15999984741211,17,0,6.900000095367432,19.100000381469727,5,5,31.600000381469727,21.5,0,58.36,760.2,0
29,Female,4.7,11,16.700000762939453,9.199999809265137,73.8,7,9,123.05999755859375,20,44.2,3.0999999046325684,14.300000190734863,7,6,22.23,16.700000762939453,3,69.72,1241.52,1
21,Female,4.1,28,20.700000762939453,10.600000381469727,55.3,2,10,159.72000122070312,9,27.4,6.5,9.300000190734863,0,7,10,17.2,1,276,1487.94,1
19,Female,3.6,18,42.099998474121094,9.100000381469727,33.1,7,17,114.36000061035156,42,0,2.0999999046325684,30.299999237060547,2,5,25.600000381469727,31,3,58.36,1984.66,0
45,Female,1.5,31,56.400001525878906,16.299999237060547,48.2,7,26,67.01000213623047,1,14.4,8.800000190734863,50.79999923706055,7,8,33.5,34.099998474121094,1,58.36,1649.73,0
22,Female,0.9,2,25.299999237060547,9.199999809265137,62.8,5,16,112.44999694824219,3,57.36,8.800000190734863,18.100000381469727,8,2,21.799999237060547,14.800000190734863,1,58.36,1486.29,0
59,Female,3.1,8,19.100000381469727,7.5,58.2,1,15,173.75,40,32.8,3.700000047683716,16.5,6,2,41.599998474121094,12.66,2,69.72,2823.83,1
18,Male,1.2,6,7.5,4.599999904632568,72,3,2,113.98999786376953,20,42.1,10,15.45,4,0,0,8.5,3,69.72,265.15,1
37,Female,0.6,12,34.5,9,36.4,3,12,91.3499984741211,1,25.7,8.399999618530273,8.600000381469727,6,5,25.299999237060547,16.5,1,69.72,1236.79,1
40,Male,2.6,0,29.899999618530273,9.399999618530273,67.6,0,11,98.30999755859375,13,44.8,0.10000000149011612,13.600000381469727,6,2,26.200000762939453,8.100000381469727,1,58.36,1246.21,0
36,Male,6.3,9,42.29999923706055,14.100000381469727,37.6,5,31,76.9000015258789,57,82.68,1.2999999523162842,23.200000762939453,3,2,37.599998474121094,33.29999923706055,5,58.36,1609.88,0
31,Female,6.4,30,50.29999923706055,12.15,39,0,17,113.66999816894531,4,0,6.300000190734863,47.5,5,4,40.79999923706055,33.099998474121094,1,58.36,1681.63,0
39,Male,1.9,11,24.100000381469727,7.5,64.5,0,9,119.0999984741211,15,25.1,6.300000190734863,17.200000762939453,5,1,16.399999618530273,12.199999809265137,2,58.36,1147.69,0
37,Male,3.7,1,15.5,5.300000190734863,51.9,5,7,172.3699951171875,108,0,12.300000190734863,18.399999618530273,7,1,13.399999618530273,19.100000381469727,2,69.72,1288.91,1
51,Male,2,12,33,7.699999809265137,77.9,2,16,101.19999694824219,19,28.4,12.899999618530273,28.799999237060547,3,3,51.20000076293945,22.100000381469727,3,58.36,1496.48,0
39,Male,1.3,21,37.599998474121094,11.399999618530273,50.4,3,14,101.48999786376953,53,46.8,7.5,12.800000190734863,5,0,24.600000381469727,22.600000381469727,3,58.36,1527.42,0
39,Male,1.3,10,21.600000381469727,4.599999904632568,59.9,2,9,155.77000427246094,79,12,18.100000381469727,23.100000381469727,9,0,54.70000076293945,6.900000095367432,2,69.72,1659.58,1
33,Male,1.6,0,13.5,5.900000095367432,78.1,3,13,110.58999633789062,25,68.76,8,15.100000381469727,3,0,14.899999618530273,8.699999809265137,4,58.36,1306.52,0
36,Female,3.6,3,18.5,9,75.4,2,9,130.77000427246094,54,51.24,4.5,0,8,1,18,11.899999618530273,3,69.72,926.94,1
41,Female,2.4,17,40.599998474121094,14.399999618530273,51.4,5,12,173.36000061035156,36,31.8,4.599999904632568,22,4,3,36.599998474121094,22.600000381469727,3,58.36,2061.99,0
18,Female,0.2,23,36.20000076293945,13.600000381469727,36.1,16,23,95.52999877929688,2,0,3.9000000953674316,22.299999237060547,2,3,43.85,25.200000762939453,3,58.36,2031.72,0
39,Male,0.8,11,28.600000381469727,9.5,52.7,5,12,117.4800033569336,23,28.9,5.5,0,1,0,44.70000076293945,25.200000762939453,4,0,1154.86,0
46,Female,5.8,16,23.299999237060547,8.300000190734863,58.8,3,8,134.64999389648438,16,56.1,10.600000381469727,0,7,5,8,17.299999237060547,1,69.72,1049.94,1
40,Male,0.6,17,38,12.15,55.7,11,27,91.58000183105469,61,96.96,5.900000095367432,7.099999904632568,4,5,65.5999984741211,33.599998474121094,2,58.36,2138.86,0
36,Male,2.4,12,33,6.900000095367432,75.7,0,14,194.13999938964844,32,27.3,6.699999809265137,11.399999618530273,6,2,16.5,17.2,2,69.72,3176.39,1
38,Female,0.5,2,26.100000381469727,8,84,2,6,83.41000366210938,18,38.4,4.699999809265137,0,9,1,29.799999237060547,13.199999809265137,2,58.36,484.85,0
42,Female,1.5,10,37.900001525878906,10.199999809265137,48,9,14,188.9499969482422,18,47.5,1,42.70000076293945,8,6,37.79999923706055,25.700000762939453,1,69.72,2541.73,1
31,Female,1.4,7,27.100000381469727,9.899999618530273,47.6,4,13,123.91000366210938,2,37.32,11.399999618530273,7.599999904632568,4,0,20.799999237060547,19.899999618530273,5,58.36,1445.91,0
28,Male,4.4,16,26.700000762939453,6.5,60.6,2,8,105.55999755859375,22,0,21.799999237060547,7,7,2,34.400001525878906,20.5,3,58.36,741.25,0
40,Female,1.1,8,17,2,61.5,2,8,106.3499984741211,59,61.2,4.199999809265137,1.100000023841858,7,1,0,8.199999809265137,4,69.72,744.06,1
26,Male,2.4,7,25.299999237060547,9,65.6,4,8,88.11000061035156,1,17.8,5.400000095367432,23.100000381469727,3,2,44.20000076293945,11.600000381469727,2,58.36,789.34,0
42,Female,0.5,21,28.799999237060547,9.399999618530273,39.7,7,19,62.599998474121094,73,0.6,0.8999999761581421,47.900001525878906,7,6,12.399999618530273,20.899999618530273,2,58.36,1045.51,0
18,Male,1.2,8,21.5,5.5,55.1,5,8,53.849998474121094,10,65.28,1.399999976158142,20.799999237060547,7,3,5.099999904632568,15.300000190734863,3,58.36,336.96,0
50,Male,2.4,9,27.200000762939453,7.199999809265137,60.5,0,15,132.3699951171875,41,48.7,10.199999809265137,35.5,7,2,29.600000381469727,16.700000762939453,3,58.36,1738.6,0
43,Male,1.7,19,40,16.299999237060547,44.8,10,17,62.2599983215332,11,62.4,4.300000190734863,38.79999923706055,5,9,39.70000076293945,28.299999237060547,2,58.36,1249.17,0
41,Female,1,8,40,8.899999618530273,35.3,6,22,77.9000015258789,22,33.3,6.54,34.400001525878906,5,0,36.900001525878906,31.5,3,58.36,1641.8,0
49,Male,2.6,16,31.600000381469727,9.199999809265137,37.4,8,22,121.12000274658203,29.75,45.12,4.5,47.70000076293945,5,5,52.70000076293945,29.100000381469727,0,58.36,2326.12,0
57,Female,8,15,28.100000381469727,9.899999618530273,59.8,4,14,114.44000244140625,19,13.8,4.900000095367432,2.9000000953674316,5,1,15.100000381469727,16.399999618530273,2,58.36,1539.81,0
50,Female,3.8,26,52.400001525878906,10.899999618530273,42.9,11,19,212.6199951171875,3,32.4,6.46,36.5,6,9,64,40.599998474121094,2,69.72,3622.71,1
18,Female,5.5,19,29,11.199999809265137,36.8,6,17,206.60000610351562,13,42.72,6.54,5.900000095367432,4,7,43.400001525878906,28.899999618530273,1,69.72,2641.88,1
22,Female,2,0,16.600000381469727,4.400000095367432,80.9,2,4,133.02000427246094,14,66.3,4.599999904632568,1.899999976158142,5,0,9.199999809265137,7.099999904632568,1,69.72,471.64,1
30,Female,1.1,14,21,6.699999809265137,62.5,4,9,125.97000122070312,46,17.3,6.300000190734863,13.800000190734863,4,4,11.699999809265137,2.4000000953674316,2,58.36,1191.91,0
38,Female,9.5,33,62.70000076293945,12.15,20.3,17,25,173.69000244140625,13,0,1.600000023841858,50.400001525878906,6,5,71.30000305175781,39.5,3,69.72,5049.93,1
44,Female,2.9,18,33.70000076293945,12.15,28.7,7,20,73.41000366210938,57,27,2.799999952316284,41.599998474121094,6,4,65.69999694824219,29.5,3,69.72,1158.33,1
29,Female,5.3,8,23.5,6.900000095367432,47.1,3,15,153.0500030517578,14,52.5,2.4000000953674316,30,4,2,27.899999618530273,22.700000762939453,3,69.72,2358.76,1
40,Male,0.8,0,38.599998474121094,9.800000190734863,57.7,4,10,127.66000366210938,82,10.4,6.45,10.65,5,2,49.599998474121094,31.299999237060547,2,58.36,1477.8,0
28,Male,0.4,8,22.899999618530273,4.300000190734863,69.5,0,4,119.05999755859375,10,20.5,6.51,8,14,2,12.699999809265137,12.66,2,58.36,524.68,0
30,Female,1.4,18,42.79999923706055,18,19.9,12,32,166.0500030517578,29.75,50.76,20.799999237060547,47.70000076293945,0,8,78.69999694824219,37.900001525878906,4,58.36,4654.06,0
21,Male,1.9,8,19.5,9,63,0,9,95,110,41.7,3.200000047683716,12.5,6,4,0,16.600000381469727,1,0,741.09,0
26,Male,3.8,6,13.199999809265137,5.400000095367432,78.7,1,9,94.13999938964844,7,34.56,5.800000190734863,0,9,2,17.399999618530273,9.100000381469727,2,58.36,747.06,0
21,Female,0.5,11,34.599998474121094,4.099999904632568,55.1,1,10,215.39999389648438,26,50.6,6.300000190734863,20,5,2,22.23,20,4,58.36,1740.64,0
26,Female,8,7,15.199999809265137,6,59.1,1,4,81.38999938964844,31,21.2,0.4000000059604645,15.600000381469727,10,0,3.4000000953674316,11,2,69.72,382.33,1
50,Female,4.3,9,20.200000762939453,4.699999809265137,67.7,2,9,97.83000183105469,3,69.24,9.600000381469727,30.200000762939453,7,2,11.199999809265137,9.199999809265137,2,58.36,578.94,0
26,Female,4,18,36.400001525878906,12.699999809265137,42.7,10,20,112.44000244140625,3,60.5,2.0999999046325684,38.20000076293945,2,9,51,32.400001525878906,3,58.36,2098.14,0
69,Female,1.7,17,35.5,8.600000381469727,71.8,6,12,92.33999633789062,34,48.7,9.399999618530273,31.200000762939453,7,3,4.099999904632568,16.799999237060547,1,58.36,949.15,0
36,Male,3.7,0,17.600000381469727,1,70.7,1,9,97.0199966430664,38,32.5,6.199999809265137,10.65,9,0,4.099999904632568,13.899999618530273,3,69.72,1039.64,1
36,Male,1.7,10,19.299999237060547,8.800000190734863,55.2,5,13,133.27999877929688,6,44.3,6.46,26.100000381469727,9,0,29.799999237060547,7.400000095367432,2,69.72,1953.37,1
27,Male,0.9,4,21,7.099999904632568,66.6,2,8,101.05999755859375,64,26,4.599999904632568,15.300000190734863,8,5,25,18.200000762939453,5,58.36,943.92,0
46,Male,1.1,0,17,4.099999904632568,92.1,1,2,138.08999633789062,80,64.3,4.099999904632568,10.89,8,3,4,8.5,2,160,312.06,1
31,Male,3.5,3,13.899999618530273,1,79.7,0,2,96.98999786376953,15,26.4,6.51,4.5,7,0,7.5,7.5,2,69.72,215.73,1
39,Male,1.5,2,16.399999618530273,7.400000095367432,64.9,1,8,43.970001220703125,3,54,6.51,13.100000381469727,11,3,18,11,2,58.36,332.33,0
68,Female,3.8,1,13.300000190734863,6.099999904632568,67.8,2,7,156.97999572753906,23,36,2.4000000953674316,8.5,7,2,22.399999618530273,14.199999809265137,1,58.36,899.74,0
36,Female,3.1,0,17.100000381469727,2.299999952316284,84.1,2,6,107.25,86,44.9,6.599999904632568,0,6,0,8.699999809265137,3.700000047683716,2,69.72,712.22,1
51,Female,4.6,8,17,3.4000000953674316,62.4,0,5,57.90999984741211,45,16.4,6.800000190734863,8.399999618530273,4,0,0,5.099999904632568,3,58.36,316.34,0
39,Female,0.8,15,27.899999618530273,8.600000381469727,54,8,17,167.89999389648438,2,19.7,6.54,20.799999237060547,3,4,22.899999618530273,27,1,58.36,2689.57,0
37,Male,1.6,15,41.20000076293945,9.699999809265137,40.9,3,18,186.64999389648438,10,76.1,2.5999999046325684,31.600000381469727,5,3,26,20.399999618530273,4,58.36,2744.81,0
39,Female,2.7,6,23.200000762939453,3.0999999046325684,63.4,4,14,90.7699966430664,25,0,14.699999809265137,14.5,9,4,15.300000190734863,11.600000381469727,3,58.36,1237.16,0
30,Male,1.6,30,44.599998474121094,14.699999809265137,44.9,5,18,101.63999938964844,13,6.4,5.199999809265137,24.299999237060547,3,8,43,29,3,58.36,2079.19,0
59,Female,2.4,13,27.299999237060547,8.5,56.5,0,11,189.5500030517578,43,9.2,1.100000023841858,12.5,2,5,27.100000381469727,21.200000762939453,2,58.36,2080.29,0
46,Male,1.5,2,25,5.900000095367432,87.7,4,11,178.27000427246094,6,0,6.800000190734863,14.399999618530273,2,1,23.299999237060547,4.900000095367432,5,69.72,2320.87,1
31,Male,3.1,2,19.5,6.300000190734863,59.9,2,10,127.0999984741211,25.1,35.4,10.600000381469727,9.699999809265137,8,0,20.899999618530273,8.800000190734863,4,58.36,932.9,0
45,Male,1.3,13,28.100000381469727,7.699999809265137,71.5,2,13,79.88999938964844,11,41.3,14.600000381469727,19.899999618530273,4,1,6.300000190734863,21.100000381469727,2,58.36,1149.38,0
49,Female,7.7,15,30.200000762939453,7.300000190734863,51.8,5,10,84.66000366210938,45,29.8,6.800000190734863,12.600000381469727,3,6,39.599998474121094,27.16,2,58.36,824.04,0
39,Male,1.6,12,32.29999923706055,9.600000381469727,55.3,7,21,78.45999908447266,50,18.84,0.8999999761581421,17.200000762939453,3,1,52.29999923706055,29.100000381469727,1,58.36,1429.86,0
19,Female,3.1,15,20.799999237060547,3.700000047683716,58.6,1,16,137.9600067138672,23,73.5,6.54,24.899999618530273,4,3,38.599998474121094,17.299999237060547,1,58.36,2058.31,0
29,Male,7,7,12,4.900000095367432,59.9,0,8,118.30000305175781,11,107.76,2.9000000953674316,7.800000190734863,7,1,5.099999904632568,1.2999999523162842,0,58.36,747.04,0
35,Male,5,3,21,6.5,66.9,3,10,138.38999938964844,9,22.6,7.400000095367432,4.099999904632568,5,0,18,11.5,3,58.36,1241.22,0
37,Male,1.9,32,40.70000076293945,18.600000381469727,31.6,11,20,59.31999969482422,74,85.2,11.899999618530273,32.900001525878906,2,5,67.4000015258789,31.799999237060547,3,58.36,1308.39,0
45,Male,2.2,8,35.20000076293945,8,43.6,4,9,94.41999816894531,19,13,7.599999904632568,0,8,5,35.099998474121094,22.600000381469727,2,58.36,966.66,0
40,Female,1.4,6,34.5,8.899999618530273,46.3,6,20,77.47000122070312,21,62.04,4.300000190734863,18.700000762939453,6,5,26.600000381469727,23.799999237060547,1,288,1180.31,0
21,Female,0.9,0,23.799999237060547,4.5,72.9,1,9,74.70999908447266,77,31.56,10.699999809265137,22.5,8,1,22.23,11.899999618530273,2,69.72,429.05,1
42,Male,3.1,1,18.5,6.300000190734863,57.6,0,6,123.81999969482422,20,29.7,1.2999999523162842,10.899999618530273,10,2,13.300000190734863,17.299999237060547,0,58.36,736.1,0
45,Male,0.5,11,27.899999618530273,11.699999809265137,75,7,11,102.5199966430664,19,2.1,4.599999904632568,4.900000095367432,6,5,24,21.399999618530273,3,58.36,1302.49,0
44,Male,4,26,38.400001525878906,13.800000190734863,53.2,4,18,80.8499984741211,14,59.16,7.800000190734863,22.200000762939453,6,2,39.5,18.299999237060547,1,58.36,968.1,0
50,Male,5.2,2,21.100000381469727,3.299999952316284,82.2,0,3,101.41999816894531,39,61.2,1.899999976158142,10.89,9,2,17.299999237060547,13.800000190734863,3,69.72,345.72,1
48,Male,2.2,0,14.300000190734863,6.199999809265137,69.9,0,8,57.060001373291016,62,32.64,1.600000023841858,4.900000095367432,7,0,19.399999618530273,11,2,0,315.28,1
43,Female,8,15,35,10.5,42.4,6,22,73.51000213623047,29.75,0,8.399999618530273,32.900001525878906,4,5,40.70000076293945,27.16,4,58.36,1253,0
37,Male,2.6,20,48.79999923706055,16.200000762939453,35.9,11,27,167.77999877929688,50,26.7,14.399999618530273,47.400001525878906,2,5,74.4000015258789,27.799999237060547,4,58.36,3980.55,0
18,Female,3.9,10,26.299999237060547,8,60,5,9,95.97000122070312,42,6.8,3.5999999046325684,23.299999237060547,3,2,32.5,9.199999809265137,1,69.72,946.46,1
43,Female,2.3,0,17,4,73.8,0,5,68.37999725341797,14,75.9,7.900000095367432,7.800000190734863,15,1,29.41,11.100000381469727,1,69.72,298.82,1
40,Male,0.7,0,6.900000095367432,4.599999904632568,80.6,1,4,139.19000244140625,111,38.2,1.2999999523162842,10.65,10,0,29.49,8.399999618530273,1,267,560.34,0
41,Male,4.5,31,36.29999923706055,13,43,8,15,90.41000366210938,29.75,24.9,3,19.799999237060547,2,6,24.5,37.900001525878906,2,58.36,1346.5,0
22,Female,3.3,19,36.400001525878906,7.800000190734863,46.1,0,22,104.19999694824219,7,99.6,7.099999904632568,47.900001525878906,5,3,33,27.16,2,58.36,1541.96,0
25,Male,7.5,8,21,8.5,66.4,1,6,130.41000366210938,25.1,47.4,5.099999904632568,11.199999809265137,7,1,25.600000381469727,12,2,58.36,858.24,0
50,Female,2.4,5,11,3.4000000953674316,79.8,1,4,147.57000732421875,10,71,5.300000190734863,9,3,0,21.100000381469727,6.199999809265137,2,69.72,568.74,1
37,Female,2.1,7,26.100000381469727,10.5,38.1,3,10,89.94000244140625,15,79.5,5.400000095367432,10.399999618530273,10,2,32.20000076293945,19.200000762939453,1,58.36,1074.74,0
46,Female,2.7,0,15.399999618530273,5.5,77.3,0,3,56.33000183105469,12,19.3,6.51,8.5,9,0,29,9.399999618530273,2,58.36,139.23,0
38,Female,0.9,17,30,6.900000095367432,53.4,6,13,96.68000030517578,17,4.8,3,12.5,9,2,29.41,16.799999237060547,3,58.36,1440.12,0
38,Male,2.4,9,19.299999237060547,8.5,50.9,3,9,286.42999267578125,16,77.2,5,15.45,4,2,20.299999237060547,23,1,58.36,2429.08,0
49,Male,4.1,18,31.899999618530273,13.600000381469727,31.5,9,25,179.66000366210938,55,31.44,1.2999999523162842,31.399999618530273,4,4,29.49,19.600000381469727,2,58.36,3665.94,0
31,Female,4.4,14,37.400001525878906,12.15,37.9,7,17,177.00999450683594,4,44.6,7.300000190734863,30.799999237060547,4,3,48.79999923706055,25.399999618530273,1,58.36,2702.2,0
39,Female,8.6,8,8.800000190734863,3.9000000953674316,72.5,3,6,98.66000366210938,40,69.3,1.600000023841858,14.300000190734863,12,0,17,13.399999618530273,2,58.36,544.64,0
32,Female,1.6,3,25,5.800000190734863,68.1,2,14,193.80999755859375,119,60.6,6.46,16,6,1,9.800000190734863,12.899999618530273,4,69.72,3028.89,1
32,Male,4.7,5,39.29999923706055,8.399999618530273,48.2,9,11,87.36000061035156,2,23.6,8.600000381469727,19.600000381469727,5,4,22.23,22.600000381469727,5,58.36,943.8,0
34,Female,1.8,21,32.79999923706055,10.600000381469727,47.5,3,13,158.63999938964844,15,36.1,11.600000381469727,16.799999237060547,3,5,34.29999923706055,27.16,0,58.36,2109.06,0
40,Female,1.2,25,48.20000076293945,15.399999618530273,25.9,11,34,132.6300048828125,28,22.2,8.100000381469727,25.600000381469727,2,5,33.70000076293945,36.099998474121094,2,58.36,3171.35,0
32,Male,4.3,8,26.5,10.300000190734863,71,2,16,145.8800048828125,105,114.24,12.899999618530273,14.399999618530273,4,3,0,17.899999618530273,2,69.72,2008.53,1
53,Female,7,7,21.899999618530273,4.900000095367432,64.2,1,4,47.47999954223633,5,30.7,3.4000000953674316,13,1,1,6.800000190734863,10.699999809265137,2,58.36,201.95,0
27,Male,1,6,17.5,3.200000047683716,72.3,3,4,169.6999969482422,15,32.04,14.5,0,9,0,5.599999904632568,6.800000190734863,3,69.72,474.38,1
35,Female,1.4,8,28,4.800000190734863,64,0,14,63.77000045776367,6,14,12.5,13.600000381469727,7,4,39.79999923706055,12.399999618530273,2,58.36,925.03,0
32,Male,1.5,12,30.899999618530273,9.699999809265137,54.6,3,15,102.2699966430664,1,10.1,5.800000190734863,35.099998474121094,6,2,31,17.200000762939453,5,58.36,1623.45,0
